synergistic,drug1_db,drug2_db,proteinsInCommon
0,DB00399,DB00290,0
1,DB00482,DB01005,0
1,DB00553,DB00188,0
0,DB00987,DB01268,0
1,DB01103,DB00262,0
0,DB00317,DB00290,0
1,DB00675,DB01143,0
0,DB00482,DB01259,0
1,DB00399,DB00553,0
0,DB04868,DB01030,0
1,DB01073,DB00947,0
1,DB00675,DB00399,0
0,DB01033,DB01041,0
0,DB00398,DB06813,0
1,DB01229,DB00724,0
0,DB01006,DB00482,0
0,DB00755,DB04868,0
0,DB04868,DB01041,0
1,DB00563,DB00553,0
1,DB01229,DB01143,0
0,DB00290,DB00262,0
0,DB01229,DB00947,0
1,DB00755,DB04845,0
1,DB01006,DB00648,0
1,DB00675,DB01143,0
0,DB00987,DB01268,0
0,DB00481,DB00290,0
1,DB04868,DB01041,0
1,DB00755,DB01229,0
1,DB01006,DB00398,0
0,DB00987,DB00648,0
0,DB00398,DB00553,0
0,DB00563,DB01073,0
1,DB00675,DB04868,0
0,DB01030,DB00262,0
1,DB00675,DB01229,0
1,DB06813,DB01143,0
0,DB01206,DB00290,0
1,DB00481,DB00544,0
0,DB04868,DB00648,0
0,DB00481,DB00188,0
0,DB00481,DB01030,0
0,DB01041,DB00262,0
1,DB00482,DB01217,0
0,DB00755,DB01033,0
0,DB00481,DB01030,0
0,DB00553,DB00262,0
1,DB01006,DB01143,0
0,DB00928,DB01041,0
1,DB00482,DB01143,0
0,DB01073,DB00553,0
0,DB00553,DB01030,0
0,DB01005,DB01030,0
0,DB04868,DB00290,0
0,DB00380,DB01254,0
0,DB00928,DB01254,0
1,DB00482,DB01254,1
0,DB01006,DB01254,0
1,DB01259,DB01041,0
0,DB00755,DB00724,0
1,DB01006,DB00188,0
0,DB01217,DB00262,0
1,DB00675,DB00399,0
0,DB00928,DB00290,0
0,DB00398,DB00399,0
0,DB00755,DB04868,0
1,DB00755,DB00648,0
0,DB04868,DB01254,25
1,DB00755,DB01229,0
0,DB01033,DB01103,0
0,DB00553,DB00188,0
1,DB00399,DB01041,0
0,DB01254,DB01041,0
1,DB01030,DB00188,0
0,DB01006,DB00399,0
1,DB00398,DB00648,0
1,DB06813,DB01143,0
1,DB01254,DB06813,0
1,DB01254,DB00563,0
1,DB00619,DB00947,0
0,DB00399,DB01103,0
1,DB00947,DB01041,0
0,DB00987,DB00947,0
1,DB00619,DB01268,21
0,DB04868,DB00398,34
0,DB00398,DB00262,0
0,DB00481,DB06813,0
0,DB00928,DB01259,0
0,DB01229,DB01143,0
1,DB00481,DB00553,0
1,DB00481,DB06772,0
0,DB00444,DB00290,0
0,DB01006,DB00619,0
1,DB00482,DB01259,0
1,DB00482,DB00262,0
1,DB01005,DB00648,0
1,DB00675,DB04868,0
0,DB00987,DB01229,0
1,DB01073,DB00619,0
1,DB00928,DB01041,0
1,DB00553,DB00724,0
0,DB00481,DB00444,0
0,DB00544,DB01143,0
1,DB01041,DB04845,0
0,DB00724,DB01030,0
0,DB01259,DB00724,0
0,DB00290,DB00262,0
0,DB01229,DB01030,0
1,DB00928,DB01005,0
0,DB00928,DB01041,0
1,DB00947,DB00553,0
1,DB00648,DB00724,0
0,DB00675,DB00290,0
1,DB00399,DB00553,0
1,DB00563,DB00482,0
1,DB01073,DB00619,0
0,DB01006,DB00987,0
1,DB00947,DB01143,0
0,DB00290,DB01103,0
0,DB00544,DB01254,0
0,DB01268,DB00724,0
1,DB00619,DB00928,0
0,DB00380,DB00563,0
0,DB01103,DB01041,0
1,DB00675,DB00188,0
1,DB00482,DB00188,0
0,DB01033,DB01103,0
1,DB00481,DB06772,0
1,DB01006,DB00290,0
0,DB00947,DB00553,0
1,DB00947,DB01030,0
1,DB00755,DB00398,0
0,DB00987,DB01005,0
1,DB01259,DB06813,0
0,DB00987,DB01259,0
1,DB00481,DB06813,0
0,DB01006,DB00399,0
1,DB00482,DB06813,0
0,DB01073,DB00188,0
1,DB01217,DB00188,0
1,DB00399,DB04845,0
1,DB06813,DB00563,1
0,DB00675,DB00724,0
0,DB00482,DB01103,0
1,DB00481,DB01143,0
1,DB00481,DB01259,0
1,DB00399,DB00290,0
1,DB00648,DB01041,0
0,DB01254,DB00262,0
1,DB01006,DB00947,0
0,DB04868,DB01217,0
0,DB00544,DB01254,0
0,DB00398,DB06813,0
1,DB00481,DB06813,0
0,DB00675,DB00290,0
1,DB01033,DB00553,0
1,DB00987,DB00724,0
1,DB00482,DB01030,0
0,DB01254,DB04845,0
1,DB01073,DB01259,0
0,DB00987,DB00290,0
0,DB00399,DB01103,0
0,DB01259,DB00947,0
1,DB06813,DB00553,0
0,DB00380,DB00563,0
0,DB01268,DB00947,0
0,DB00482,DB01259,0
1,DB00619,DB04845,0
0,DB01259,DB01143,0
0,DB00947,DB00188,0
0,DB00398,DB01030,0
1,DB04868,DB00262,0
1,DB00481,DB00262,0
0,DB01259,DB06813,0
0,DB01259,DB00947,0
1,DB01073,DB01254,0
1,DB00444,DB01143,0
0,DB00481,DB00380,0
1,DB00398,DB06813,0
1,DB01259,DB00947,0
0,DB00675,DB01268,1
0,DB00675,DB00947,1
1,DB00694,DB01143,0
1,DB01217,DB06813,0
0,DB00398,DB01041,0
1,DB00398,DB00648,0
1,DB00675,DB06813,0
0,DB01259,DB00399,0
1,DB00675,DB00553,0
1,DB00675,DB04845,0
1,DB01006,DB01259,0
1,DB00399,DB01041,0
0,DB06813,DB01103,0
1,DB00755,DB06813,0
1,DB01268,DB01143,0
0,DB01259,DB01217,0
1,DB01006,DB00482,0
1,DB04868,DB01143,0
1,DB00290,DB01030,0
1,DB04868,DB01217,0
1,DB00399,DB00290,0
1,DB00947,DB01030,0
1,DB00947,DB01143,0
1,DB00947,DB01041,0
0,DB01259,DB00262,0
0,DB01254,DB01217,0
0,DB00675,DB01268,1
0,DB00755,DB01217,0
1,DB01006,DB00755,0
0,DB00380,DB00563,0
1,DB00755,DB04845,0
0,DB00675,DB00399,0
1,DB01033,DB01030,0
1,DB01006,DB01268,0
0,DB01204,DB00563,0
1,DB00482,DB01268,0
1,DB00380,DB01254,0
1,DB00482,DB04845,0
0,DB01204,DB00563,0
0,DB00928,DB00188,0
1,DB01268,DB01033,0
0,DB00481,DB00317,0
1,DB01103,DB00188,0
1,DB00755,DB00398,0
0,DB00987,DB04845,0
1,DB00317,DB01254,22
0,DB01268,DB00290,0
1,DB01006,DB01073,0
0,DB00724,DB01030,0
1,DB01217,DB01041,0
1,DB00987,DB00399,0
1,DB00755,DB00290,0
1,DB01229,DB01041,0
0,DB01217,DB00262,0
1,DB01229,DB06813,0
0,DB00987,DB01229,0
1,DB01006,DB00262,0
1,DB00987,DB00724,0
0,DB00481,DB08865,0
0,DB01005,DB06813,0
1,DB00481,DB00755,0
1,DB00290,DB01030,0
1,DB00619,DB01143,0
0,DB00755,DB01143,0
1,DB00648,DB00563,0
1,DB00444,DB01254,0
0,DB01006,DB00290,0
0,DB00544,DB00290,0
1,DB01143,DB00188,0
1,DB00351,DB01143,0
1,DB00351,DB00290,0
1,DB01254,DB04845,0
1,DB00619,DB01229,0
1,DB01259,DB01005,0
1,DB00351,DB00563,0
0,DB00563,DB00262,0
1,DB00482,DB01259,0
0,DB00675,DB01030,0
1,DB00481,DB00480,0
0,DB00481,DB00380,0
0,DB00947,DB00928,0
0,DB00290,DB04845,0
1,DB00481,DB04868,0
1,DB01006,DB04868,0
0,DB00482,DB00755,0
0,DB01217,DB01041,0
1,DB01073,DB06813,0
0,DB00481,DB01103,1
0,DB00619,DB00262,0
0,DB00317,DB00563,0
0,DB01229,DB00290,0
0,DB00755,DB00675,0
0,DB00987,DB00928,0
0,DB00755,DB00399,0
0,DB00399,DB06813,0
1,DB00987,DB00399,0
1,DB01254,DB01143,0
0,DB00380,DB00563,0
1,DB00482,DB01030,0
0,DB01229,DB01033,0
1,DB01005,DB00648,0
0,DB00987,DB01073,0
1,DB01006,DB00482,0
0,DB01268,DB01041,1
0,DB01254,DB00648,0
1,DB00987,DB00398,0
1,DB01259,DB00398,4
1,DB04845,DB00188,0
0,DB01268,DB01103,0
0,DB00262,DB00188,0
1,DB01005,DB01217,0
0,DB01006,DB01103,0
1,DB01073,DB01041,0
1,DB00675,DB00290,0
0,DB00482,DB04868,2
0,DB00262,DB01143,0
1,DB00947,DB00262,0
1,DB04845,DB00188,0
0,DB01005,DB00262,0
1,DB01006,DB01033,0
0,DB00928,DB01268,0
0,DB00755,DB00399,0
1,DB00481,DB00553,0
1,DB01073,DB01143,0
0,DB00694,DB00290,0
1,DB06813,DB00553,0
0,DB00755,DB01143,0
1,DB01041,DB00188,0
1,DB00398,DB00262,0
0,DB06813,DB01103,0
0,DB00481,DB01073,0
0,DB01006,DB00398,0
1,DB00398,DB06813,0
1,DB00619,DB06813,0
0,DB01073,DB01229,0
1,DB01229,DB04845,0
0,DB00755,DB00262,0
0,DB00928,DB00398,0
1,DB00482,DB00755,0
0,DB01006,DB00947,0
1,DB00481,DB01073,0
1,DB06813,DB00553,0
0,DB01259,DB00262,0
1,DB00755,DB01030,0
1,DB00290,DB01041,0
0,DB01073,DB00928,0
1,DB00481,DB00544,0
0,DB00987,DB04845,0
0,DB01005,DB06813,0
0,DB00755,DB00648,0
1,DB00481,DB01268,0
1,DB00482,DB00724,0
0,DB01254,DB00262,0
1,DB00619,DB00648,0
0,DB00398,DB00188,0
1,DB04845,DB00188,0
0,DB00399,DB01030,0
1,DB04868,DB00947,0
0,DB01006,DB00724,0
0,DB00987,DB06813,0
0,DB00481,DB08828,0
0,DB01033,DB00553,0
0,DB00755,DB00928,0
0,DB01033,DB00553,0
1,DB01259,DB06813,0
0,DB00619,DB00947,0
1,DB00481,DB00398,2
0,DB01268,DB00399,0
0,DB00481,DB00351,0
1,DB00544,DB01143,0
1,DB00399,DB01217,0
1,DB00987,DB04845,0
0,DB00928,DB00648,0
1,DB00482,DB00947,0
1,DB00724,DB04845,0
0,DB01030,DB00188,0
0,DB00755,DB01217,0
0,DB00444,DB01143,0
0,DB00755,DB01259,0
0,DB01229,DB01217,0
1,DB00619,DB00947,0
1,DB00380,DB01254,0
1,DB01268,DB04845,0
1,DB00482,DB04845,0
1,DB00755,DB01254,0
0,DB00482,DB00262,0
1,DB01217,DB01103,0
0,DB00482,DB01005,0
0,DB00482,DB01217,0
0,DB00675,DB01217,0
1,DB00755,DB00553,0
0,DB00928,DB01005,0
1,DB00481,DB00694,0
1,DB01006,DB01073,0
0,DB06813,DB01030,0
1,DB04868,DB01229,0
0,DB01259,DB01030,0
0,DB00947,DB01033,0
0,DB01229,DB04845,0
0,DB01268,DB00398,40
0,DB00481,DB00724,0
0,DB00290,DB01033,0
0,DB00290,DB00724,0
0,DB00262,DB00188,0
0,DB06813,DB00553,0
1,DB00675,DB01041,0
1,DB00317,DB00563,0
1,DB00482,DB00188,0
1,DB00481,DB01217,0
0,DB00928,DB01030,0
1,DB04868,DB06813,0
0,DB00675,DB01033,0
0,DB06813,DB00262,0
0,DB01005,DB00262,0
0,DB04868,DB00553,0
1,DB00481,DB04868,0
1,DB01073,DB01103,0
1,DB01073,DB00675,0
0,DB00928,DB01268,0
0,DB01073,DB04868,0
1,DB00290,DB01103,0
0,DB00928,DB00399,0
1,DB01229,DB01259,0
0,DB00481,DB00755,0
0,DB00755,DB00619,0
0,DB00987,DB00399,0
1,DB01217,DB00724,0
0,DB01006,DB00398,0
0,DB01217,DB00262,0
1,DB00398,DB00553,0
1,DB01005,DB01041,0
1,DB00444,DB01254,0
0,DB00928,DB01041,0
1,DB01005,DB01217,0
0,DB00398,DB00399,0
1,DB01217,DB00553,0
0,DB00675,DB01259,1
0,DB01229,DB00553,0
1,DB01073,DB01217,0
1,DB00398,DB01041,0
1,DB01033,DB04845,0
0,DB00399,DB00290,0
0,DB00648,DB00947,0
1,DB00481,DB00351,0
0,DB04868,DB01103,0
1,DB00947,DB04845,0
0,DB00694,DB01254,0
0,DB06813,DB00563,1
1,DB01073,DB00619,0
1,DB04868,DB01041,0
0,DB01254,DB01030,0
1,DB01259,DB01143,0
0,DB00648,DB00262,0
1,DB00947,DB00398,0
0,DB00290,DB00262,0
0,DB00482,DB00262,0
1,DB00648,DB04868,0
1,DB01229,DB01259,0
0,DB00675,DB01005,0
1,DB01073,DB00928,0
0,DB00928,DB00947,0
0,DB00648,DB00553,0
1,DB01073,DB04845,0
1,DB01006,DB00947,0
1,DB00947,DB00724,0
1,DB00482,DB01005,0
1,DB00290,DB01041,0
0,DB00675,DB00947,1
0,DB00648,DB00724,0
0,DB00481,DB01259,0
0,DB01268,DB01005,0
1,DB00482,DB00755,0
0,DB01033,DB00553,0
0,DB00987,DB04868,0
0,DB01006,DB00553,0
0,DB00648,DB01030,0
0,DB00482,DB00290,0
0,DB00482,DB00399,0
1,DB00619,DB00398,17
0,DB01073,DB04845,0
1,DB01259,DB00947,0
1,DB00675,DB01005,0
0,DB01103,DB04845,0
0,DB01103,DB01143,0
1,DB00399,DB01005,0
1,DB00619,DB00648,0
0,DB01005,DB00290,0
0,DB00947,DB00262,0
1,DB01006,DB00290,0
0,DB01033,DB04868,0
1,DB00399,DB00290,0
1,DB00481,DB00553,0
0,DB00928,DB01033,0
0,DB00648,DB01033,0
1,DB00481,DB01103,1
0,DB00755,DB01259,0
0,DB00399,DB01103,0
1,DB01254,DB01217,0
0,DB01217,DB01033,0
1,DB00928,DB06813,0
1,DB01006,DB00482,0
0,DB01229,DB00648,0
1,DB01259,DB00648,0
1,DB00481,DB01143,0
0,DB00481,DB00444,0
1,DB00481,DB00188,0
0,DB00482,DB00987,0
1,DB00755,DB00398,0
0,DB01217,DB01033,0
0,DB00947,DB01041,0
0,DB01217,DB01030,0
0,DB01254,DB01103,0
1,DB00619,DB01229,0
1,DB00290,DB00188,0
0,DB01268,DB04845,0
0,DB00928,DB00188,0
0,DB01033,DB00553,0
1,DB00755,DB00553,0
1,DB06813,DB01030,0
1,DB01268,DB00188,0
1,DB00563,DB04868,0
0,DB00755,DB00262,0
0,DB00928,DB00648,0
0,DB01268,DB00724,0
1,DB01006,DB04868,0
1,DB01217,DB04845,0
0,DB00648,DB00399,0
0,DB01103,DB00262,0
0,DB01005,DB01143,0
0,DB01268,DB00553,0
0,DB00481,DB00482,0
0,DB01268,DB00399,0
1,DB01259,DB00399,0
1,DB01006,DB01033,0
1,DB01259,DB00648,0
1,DB00482,DB01229,0
0,DB00290,DB01030,0
1,DB00351,DB01254,0
1,DB00482,DB01268,0
0,DB00481,DB01041,0
0,DB01254,DB00947,0
0,DB01229,DB00398,0
0,DB00619,DB01033,0
0,DB01073,DB01033,0
0,DB00755,DB01005,0
1,DB00947,DB00724,0
0,DB01005,DB00290,0
1,DB00928,DB06813,0
1,DB00482,DB01041,1
1,DB01006,DB01268,0
0,DB00755,DB00928,0
0,DB00675,DB01268,1
1,DB04868,DB00928,0
0,DB00553,DB00188,0
0,DB00480,DB01254,0
1,DB00619,DB00947,0
0,DB00755,DB00399,0
0,DB00619,DB00724,0
0,DB01229,DB00648,0
0,DB01073,DB00290,0
0,DB04868,DB01041,0
0,DB01259,DB00262,0
1,DB01217,DB04845,0
0,DB00987,DB00290,0
1,DB00482,DB01143,0
0,DB00648,DB01103,0
0,DB00563,DB04845,0
0,DB00675,DB00262,0
1,DB00675,DB04845,0
0,DB00987,DB06813,0
0,DB00987,DB01229,0
0,DB00987,DB01103,0
1,DB00481,DB00724,0
0,DB00399,DB01103,0
0,DB00482,DB00947,0
1,DB01259,DB01030,0
1,DB00987,DB01217,0
0,DB00755,DB01103,0
1,DB00482,DB00290,0
1,DB06813,DB00188,0
1,DB00481,DB06772,0
1,DB01006,DB01217,1
0,DB01268,DB01030,0
1,DB00619,DB00648,0
0,DB06813,DB01103,0
0,DB01005,DB01103,0
1,DB06813,DB01041,0
1,DB01217,DB04845,0
0,DB00619,DB00290,0
0,DB01006,DB00262,0
1,DB00399,DB01217,0
1,DB04868,DB01143,0
0,DB00675,DB00724,0
0,DB01204,DB01254,1
0,DB01143,DB01030,0
0,DB00987,DB00553,0
0,DB01254,DB00648,0
1,DB00481,DB01217,0
1,DB04868,DB01229,0
0,DB01268,DB01033,0
1,DB00481,DB00675,5
0,DB00928,DB00290,0
0,DB00317,DB00290,0
0,DB01041,DB00553,0
0,DB01254,DB00724,0
0,DB00619,DB00290,0
0,DB00987,DB01254,0
0,DB00694,DB00563,0
0,DB00399,DB00724,0
0,DB00290,DB00563,0
0,DB01254,DB01005,0
0,DB00928,DB01143,0
0,DB04868,DB01030,0
0,DB00928,DB00290,0
1,DB00290,DB01217,0
1,DB01041,DB00188,0
1,DB00482,DB01103,0
1,DB01217,DB01030,0
1,DB01006,DB00987,0
1,DB00619,DB01268,21
0,DB00928,DB01259,0
1,DB00481,DB00724,0
0,DB01073,DB01033,0
0,DB00987,DB01103,0
0,DB00694,DB00290,0
1,DB00987,DB01005,0
1,DB00694,DB00563,0
1,DB00947,DB00399,0
1,DB00482,DB01143,0
1,DB00755,DB01268,0
0,DB00947,DB06813,0
1,DB00351,DB00563,0
0,DB01005,DB04868,0
1,DB01217,DB06813,0
1,DB00755,DB04868,0
1,DB06813,DB01033,0
1,DB00481,DB01103,1
0,DB01006,DB00262,0
0,DB01033,DB01103,0
0,DB01005,DB00262,0
0,DB00648,DB04868,0
1,DB01217,DB04868,0
0,DB00928,DB00563,0
1,DB01254,DB01259,6
0,DB01006,DB01033,0
1,DB00648,DB04868,0
0,DB01268,DB00262,0
0,DB00987,DB00553,0
0,DB01268,DB00398,40
0,DB01103,DB00553,0
0,DB00444,DB00290,0
1,DB01006,DB00553,0
1,DB00675,DB00619,1
0,DB00481,DB00648,0
0,DB00398,DB06813,0
1,DB01268,DB00398,40
0,DB01259,DB00188,0
0,DB00317,DB00290,0
0,DB01073,DB00399,0
0,DB01033,DB04845,0
0,DB01006,DB00553,0
0,DB00480,DB00290,0
1,DB01006,DB04845,0
1,DB00481,DB08865,0
1,DB00724,DB00262,0
0,DB00482,DB01030,0
1,DB01006,DB01103,0
0,DB00648,DB00553,0
0,DB01217,DB01103,0
0,DB00482,DB00619,1
0,DB00648,DB00399,0
1,DB01073,DB01030,0
1,DB04868,DB01217,0
1,DB00399,DB04845,0
0,DB01006,DB01103,0
0,DB01073,DB04845,0
1,DB01006,DB01005,0
0,DB00987,DB00619,0
0,DB01033,DB04845,0
0,DB00553,DB01030,0
0,DB00724,DB00262,0
1,DB00947,DB06813,0
0,DB00399,DB01143,0
1,DB00399,DB01005,0
1,DB00481,DB01073,0
1,DB00675,DB00262,0
1,DB04868,DB04845,0
0,DB00481,DB00290,0
0,DB00619,DB01033,0
1,DB00481,DB00351,0
0,DB00928,DB01254,0
1,DB00482,DB01254,1
1,DB00755,DB01041,0
0,DB00553,DB01030,0
1,DB00351,DB00563,0
0,DB01005,DB01143,0
0,DB00755,DB01041,0
0,DB00563,DB00262,0
1,DB01259,DB01143,0
0,DB00947,DB00262,0
1,DB00290,DB01143,0
0,DB00290,DB00563,0
1,DB00755,DB04868,0
0,DB01033,DB04845,0
1,DB00398,DB00553,0
0,DB01073,DB00928,0
1,DB00481,DB01033,0
1,DB01229,DB00648,0
0,DB00480,DB00290,0
1,DB00675,DB01254,1
0,DB01033,DB04868,0
0,DB01030,DB00188,0
0,DB00619,DB01103,0
1,DB01229,DB06813,0
1,DB00947,DB01143,0
1,DB04868,DB00398,34
0,DB01073,DB00648,0
1,DB00290,DB00724,0
1,DB00648,DB06813,0
0,DB01033,DB01143,0
1,DB00290,DB00188,0
0,DB00947,DB00262,0
1,DB01006,DB04868,0
0,DB00694,DB00563,0
1,DB00481,DB04868,0
0,DB01229,DB00928,0
0,DB01206,DB01143,0
1,DB01073,DB00675,0
1,DB00481,DB00648,0
1,DB00544,DB01143,0
1,DB00619,DB06813,0
1,DB01006,DB00755,0
0,DB01268,DB01033,0
0,DB00648,DB00947,0
0,DB01005,DB01143,0
0,DB00755,DB01041,0
1,DB00290,DB00188,0
0,DB00481,DB01103,1
0,DB00399,DB00553,0
1,DB01254,DB01033,0
1,DB00482,DB01229,0
0,DB00482,DB01103,0
1,DB00317,DB00563,0
1,DB00553,DB04845,0
1,DB01143,DB04845,0
1,DB00648,DB00563,0
0,DB04868,DB00262,0
0,DB01005,DB00290,0
1,DB00987,DB01073,0
1,DB00482,DB00648,0
1,DB00619,DB01005,0
0,DB01103,DB01030,0
1,DB00755,DB01229,0
0,DB00987,DB00399,0
0,DB00290,DB01033,0
0,DB00482,DB01005,0
0,DB04868,DB00262,0
0,DB00947,DB01033,0
1,DB00482,DB04868,2
1,DB00482,DB04845,0
0,DB00675,DB00398,1
1,DB00480,DB00563,0
0,DB00928,DB01033,0
1,DB00648,DB00399,0
0,DB00987,DB01005,0
0,DB01268,DB00262,0
1,DB00481,DB01229,0
1,DB00481,DB01030,0
1,DB00398,DB01143,0
0,DB00482,DB00619,1
1,DB01006,DB01041,0
0,DB01073,DB01217,0
1,DB00481,DB01268,0
1,DB00675,DB00947,1
0,DB00563,DB00619,0
1,DB01259,DB00947,0
0,DB00675,DB00398,1
1,DB01217,DB01041,0
1,DB01229,DB00724,0
0,DB00481,DB01006,0
0,DB01254,DB01103,0
0,DB01206,DB00563,0
1,DB00482,DB00987,0
0,DB01030,DB00262,0
0,DB00481,DB00188,0
0,DB00987,DB01073,0
0,DB00755,DB00399,0
0,DB00262,DB00188,0
0,DB00380,DB00563,0
1,DB01073,DB01217,0
0,DB01006,DB00563,0
0,DB04868,DB01041,0
1,DB00380,DB00563,0
0,DB04868,DB00724,0
0,DB01005,DB01217,0
1,DB00724,DB04845,0
1,DB00481,DB01229,0
0,DB00928,DB01268,0
1,DB01073,DB01217,0
0,DB01268,DB01143,0
0,DB06813,DB00563,1
1,DB00481,DB00987,0
0,DB00619,DB01217,0
1,DB06813,DB01030,0
0,DB01254,DB00724,0
0,DB00928,DB00947,0
1,DB00481,DB00675,5
1,DB00755,DB01268,0
0,DB00724,DB00188,0
1,DB00481,DB06772,0
0,DB00563,DB04868,0
1,DB00947,DB00553,0
0,DB01073,DB01143,0
0,DB04868,DB00188,0
1,DB01229,DB06813,0
1,DB00619,DB01143,0
1,DB01259,DB01143,0
1,DB01005,DB00563,0
0,DB00928,DB00262,0
1,DB01103,DB01143,0
1,DB00482,DB04845,0
1,DB01268,DB01143,0
1,DB00563,DB00755,0
1,DB00482,DB01005,0
1,DB04868,DB01143,0
1,DB00481,DB08881,0
0,DB01005,DB00398,0
1,DB01103,DB00724,0
0,DB00563,DB04845,0
1,DB00380,DB01254,0
0,DB00481,DB01005,0
1,DB01229,DB01268,0
1,DB01206,DB01254,0
0,DB04868,DB01254,25
0,DB01229,DB01033,0
0,DB00563,DB00262,0
1,DB01259,DB00188,0
0,DB00987,DB01143,0
0,DB01073,DB00290,0
0,DB00481,DB01217,0
0,DB01229,DB01143,0
1,DB00480,DB01143,0
0,DB01006,DB00290,0
1,DB00398,DB00724,0
1,DB00481,DB01254,0
0,DB00351,DB00290,0
1,DB00648,DB00262,0
0,DB00290,DB00262,0
0,DB00482,DB00399,0
0,DB00544,DB00290,0
1,DB00481,DB06772,0
1,DB00987,DB00262,0
1,DB01006,DB06813,0
0,DB01006,DB01033,0
0,DB00262,DB04845,0
1,DB00563,DB00262,0
0,DB00755,DB00398,0
0,DB01254,DB04845,0
0,DB01268,DB00563,0
0,DB01229,DB01143,0
1,DB00481,DB00544,0
0,DB00755,DB00290,0
1,DB00444,DB00290,0
0,DB00262,DB00188,0
1,DB00482,DB01041,1
1,DB01006,DB04845,0
1,DB01254,DB01041,0
1,DB04868,DB01259,3
0,DB01073,DB04845,0
1,DB00987,DB01143,0
1,DB01217,DB04868,0
0,DB00675,DB00947,1
0,DB01073,DB01030,0
0,DB01268,DB01041,1
0,DB00619,DB00399,0
0,DB00675,DB00290,0
1,DB00563,DB00553,0
0,DB01143,DB00188,0
1,DB00648,DB04845,0
1,DB01073,DB00398,0
0,DB00399,DB01041,0
0,DB00675,DB00290,0
1,DB00563,DB01073,0
1,DB00755,DB00262,0
1,DB00290,DB00398,0
1,DB00987,DB00724,0
0,DB00947,DB01041,0
0,DB00481,DB00317,0
1,DB01006,DB00675,0
1,DB01229,DB00553,0
0,DB00928,DB01217,0
0,DB01073,DB00290,0
1,DB00481,DB00290,0
1,DB01229,DB00188,0
0,DB00399,DB01005,0
0,DB01005,DB00290,0
0,DB00928,DB04845,0
0,DB00755,DB01268,0
0,DB00290,DB00398,0
0,DB00482,DB00755,0
1,DB04868,DB00724,0
0,DB00675,DB01030,0
1,DB00755,DB00675,0
0,DB00290,DB00563,0
0,DB01033,DB01030,0
0,DB00380,DB01143,0
0,DB01006,DB04845,0
0,DB00351,DB01143,0
0,DB01229,DB01041,0
0,DB00398,DB01217,0
1,DB01259,DB00398,4
0,DB00987,DB00290,0
1,DB00694,DB00290,0
1,DB00724,DB01030,0
0,DB00481,DB00399,0
0,DB00481,DB01030,0
1,DB00481,DB00544,0
0,DB01073,DB01229,0
1,DB01254,DB00563,0
0,DB01073,DB00290,0
1,DB00675,DB00553,0
0,DB01033,DB00553,0
0,DB00398,DB00553,0
0,DB01006,DB01033,0
0,DB00755,DB00675,0
0,DB01073,DB01033,0
0,DB01033,DB00724,0
0,DB01033,DB00188,0
0,DB00482,DB00947,0
1,DB04868,DB01229,0
1,DB00987,DB01229,0
0,DB00619,DB00724,0
0,DB01229,DB00648,0
0,DB01041,DB00188,0
0,DB00928,DB01033,0
1,DB04868,DB00399,0
0,DB00724,DB00188,0
1,DB00648,DB00553,0
0,DB00675,DB06813,0
0,DB00947,DB01217,0
0,DB00317,DB01143,0
1,DB00481,DB00351,0
0,DB01005,DB00553,0
0,DB00399,DB01143,0
1,DB00755,DB01030,0
1,DB00928,DB00724,0
0,DB06813,DB01030,0
1,DB00481,DB00317,0
1,DB00563,DB00619,0
1,DB04868,DB00553,0
1,DB01005,DB00563,0
1,DB00480,DB00563,0
1,DB04868,DB00399,0
0,DB00619,DB01254,13
0,DB01006,DB01254,0
0,DB00481,DB00648,0
1,DB00482,DB06813,0
0,DB00928,DB00648,0
1,DB00317,DB00563,0
0,DB00553,DB00262,0
1,DB00563,DB01073,0
0,DB00619,DB00724,0
0,DB01005,DB00290,0
0,DB00694,DB01143,0
0,DB01229,DB01033,0
0,DB01006,DB01254,0
0,DB00399,DB00262,0
1,DB00482,DB00553,0
0,DB00987,DB00619,0
0,DB00987,DB01041,0
0,DB00481,DB01229,0
0,DB01259,DB00724,0
1,DB00675,DB06813,0
1,DB01229,DB00399,0
1,DB01217,DB04868,0
0,DB00351,DB00290,0
1,DB01254,DB01005,0
1,DB01041,DB00724,0
1,DB00481,DB05812,0
0,DB00619,DB01217,0
0,DB00480,DB00563,0
0,DB00928,DB04845,0
1,DB01073,DB01254,0
0,DB01229,DB04845,0
0,DB00290,DB00563,0
0,DB00675,DB01143,0
1,DB00675,DB00947,1
0,DB00724,DB00262,0
0,DB06813,DB01030,0
1,DB01254,DB01103,0
0,DB00675,DB00928,0
1,DB00928,DB01041,0
1,DB00619,DB00724,0
1,DB01254,DB06813,0
0,DB01268,DB01143,0
1,DB00755,DB01041,0
0,DB00399,DB00724,0
0,DB01073,DB01229,0
1,DB00481,DB00563,0
1,DB01204,DB01254,1
0,DB00648,DB04845,0
0,DB01006,DB00290,0
0,DB00619,DB00553,0
1,DB01073,DB04868,0
0,DB00481,DB00482,0
0,DB01259,DB00563,0
0,DB00619,DB01041,0
0,DB01033,DB01030,0
0,DB01005,DB00262,0
0,DB01268,DB01103,0
1,DB00987,DB00399,0
0,DB01229,DB04845,0
1,DB00482,DB00290,0
0,DB00755,DB01143,0
1,DB00481,DB01103,1
1,DB00481,DB01204,0
1,DB00553,DB04845,0
0,DB01073,DB00648,0
