synergy,drug1_db,drug2_db,proteinsInCommon
-1.03,DB00724,DB00188,0
-4.0,DB01073,DB00928,0
-0.12,DB01268,DB00947,0
-2.99,DB01229,DB01033,0
-6.98,DB00481,DB00755,0
-1.82,DB01041,DB00188,0
7.85,DB00675,DB04845,0
-5.87,DB01033,DB00262,0
4.12,DB01033,DB00262,0
3.08,DB01143,DB04845,0
0.72,DB04868,DB01229,0
-2.78,DB01229,DB01254,0
-1.08,DB01073,DB01143,0
-0.23,DB00619,DB00398,17
1.32,DB00563,DB01103,0
-3.38,DB00563,DB00262,0
3.65,DB01073,DB01143,0
-6.83,DB00947,DB01033,0
3.26,DB00675,DB01259,1
-0.73,DB01073,DB01217,0
6.14,DB00482,DB00755,0
20.85,DB00675,DB01229,0
3.67,DB00290,DB00648,0
0.26,DB01006,DB00928,0
-4.42,DB00987,DB01030,0
-2.94,DB00481,DB00380,0
1.685,DB00481,DB08881,0
2.45,DB00675,DB00648,0
3.47,DB00482,DB00755,0
-2.13,DB00482,DB00553,0
-4.74,DB01254,DB01005,0
4.86,DB01073,DB00398,0
3.55,DB00755,DB01030,0
0.0,DB00648,DB01041,0
-2.24,DB01006,DB01103,0
-1.16,DB00675,DB00648,0
1.06,DB04868,DB00724,0
1.86,DB00755,DB00399,0
0.17,DB00987,DB00398,0
-1.55,DB00480,DB01143,0
-0.39,DB01073,DB01254,0
-13.3,DB00290,DB00947,0
-0.64,DB00290,DB04845,0
-11.68,DB00544,DB01254,0
11.44,DB00482,DB04845,0
1.55,DB04868,DB00947,0
1.18,DB01006,DB04868,0
-10.28,DB00928,DB01033,0
-5.59,DB00619,DB01033,0
1.96,DB01217,DB00553,0
11.17,DB00481,DB06772,0
-7.49,DB01268,DB01103,0
15.05,DB00481,DB06813,0
-5.43,DB01254,DB01103,0
-0.06,DB01073,DB01005,1
8.94,DB01073,DB00755,0
1.12,DB01005,DB00188,0
-5.7,DB01254,DB06813,0
-0.86,DB00262,DB00188,0
1.41,DB00987,DB00619,0
2.33,DB01206,DB00290,0
-3.42,DB01073,DB01259,0
-1.99,DB00481,DB00188,0
-5.56,DB00481,DB00563,0
-4.72,DB01033,DB00188,0
3.24,DB01006,DB00262,0
-10.03,DB00563,DB00675,0
-6.46,DB01254,DB00563,0
-8.18,DB00481,DB01033,0
2.56,DB01254,DB01268,34
1.4,DB00482,DB01259,0
2.29,DB01217,DB06813,0
-7.62,DB00928,DB00553,0
-8.52,DB00481,DB00694,0
-2.09,DB00351,DB01143,0
-1.79,DB00648,DB00399,0
-0.92,DB00675,DB01217,0
-3.49,DB00481,DB00380,0
-1.69,DB00987,DB06813,0
-5.19,DB00987,DB04845,0
-1.73,DB00262,DB01143,0
-6.4,DB01229,DB00290,0
1.06,DB01217,DB01041,0
-1.23,DB00947,DB01217,0
-4.0,DB01254,DB06813,0
9.48,DB01006,DB00928,0
-13.65,DB00987,DB04845,0
-1.73,DB00481,DB01206,0
-2.21,DB00675,DB01103,0
3.39,DB00481,DB00444,0
-1.44,DB01006,DB00755,0
5.77,DB00724,DB01143,0
-3.21,DB01268,DB00648,0
-4.92,DB00755,DB01217,0
4.94,DB00619,DB01030,1
-2.56,DB01073,DB01030,0
3.28,DB00563,DB00553,0
-9.45,DB00694,DB00290,0
0.85,DB04868,DB01103,0
-1.02,DB00755,DB01103,0
1.19,DB00563,DB01041,0
2.94,DB00619,DB04845,0
3.39,DB00481,DB00544,0
11.31,DB00481,DB06772,0
2.72,DB00987,DB00399,0
-0.64,DB00290,DB01217,0
-4.26,DB00755,DB01217,0
-2.02,DB00675,DB01103,0
-7.17,DB00444,DB00563,0
-2.93,DB01268,DB00262,0
10.52,DB01006,DB00482,0
-4.45,DB00675,DB01030,0
3.27,DB01005,DB04845,0
2.68,DB00399,DB04845,0
2.04,DB00947,DB06813,0
5.93,DB00619,DB01041,0
-0.45,DB00648,DB01143,0
0.83,DB04868,DB01217,0
1.51,DB00553,DB01143,0
-1.75,DB01254,DB01143,0
-6.64,DB00947,DB01103,0
-1.67,DB00675,DB01005,0
-4.36,DB01073,DB00648,0
-2.49,DB01033,DB01103,0
-0.54,DB00380,DB00563,0
0.6,DB01268,DB00398,40
-1.16,DB01073,DB00399,0
1.17,DB00987,DB04868,0
0.86,DB00648,DB01103,0
1.74,DB06813,DB01143,0
-2.68,DB01217,DB00928,0
-7.51,DB00928,DB01254,0
-5.87,DB01033,DB01030,0
6.05,DB00444,DB01254,0
-1.87,DB01073,DB00675,0
-2.14,DB01229,DB00399,0
-3.03,DB00481,DB00317,0
9.58,DB00947,DB00398,0
2.95,DB00399,DB00188,0
-3.2,DB06813,DB00262,0
0.6,DB00724,DB01143,0
1.51,DB00987,DB01229,0
-1.52,DB00619,DB01041,0
-4.39,DB00987,DB01033,0
-3.82,DB00755,DB01254,0
5.15,DB00398,DB00563,0
-0.82,DB00675,DB00553,0
0.8,DB01005,DB04845,0
-0.5,DB00619,DB00928,0
11.09,DB04868,DB01041,0
3.42,DB00482,DB00724,0
-1.24,DB00675,DB00724,0
3.08,DB00987,DB01041,0
1.31,DB01073,DB01254,0
-0.39,DB00399,DB00262,0
5.25,DB01268,DB00262,0
-1.47,DB00619,DB01268,21
2.71,DB00290,DB00553,0
0.07,DB00482,DB01041,1
1.62,DB00947,DB00724,0
-1.95,DB01073,DB00398,0
-8.21,DB00675,DB01033,0
-0.17,DB01041,DB04845,0
-9.4,DB00444,DB00563,0
9.18,DB00619,DB01259,1
1.53,DB01073,DB00188,0
-7.38,DB01229,DB01103,0
-0.16,DB04868,DB01229,0
1.52,DB00380,DB01143,0
-2.22,DB00755,DB00724,0
-7.65,DB01005,DB01103,0
-0.86,DB00481,DB00553,0
-0.6,DB01073,DB00724,0
-7.23,DB00351,DB00290,0
1.56,DB00481,DB00480,0
3.08,DB01254,DB00290,0
0.47,DB00648,DB01030,0
12.55,DB00351,DB01254,0
5.02,DB00619,DB00928,0
2.56,DB00675,DB01259,1
-4.17,DB00928,DB01030,0
-6.48,DB00481,DB01259,0
4.59,DB00755,DB01254,0
-4.69,DB00481,DB00987,0
3.18,DB01254,DB00399,0
-0.46,DB01204,DB01217,0
3.56,DB06813,DB00724,0
1.01,DB01006,DB04868,0
1.36,DB01254,DB04845,0
-2.19,DB01005,DB00947,0
12.11,DB00481,DB00755,0
-8.37,DB00947,DB01033,0
0.51,DB01006,DB00398,0
-7.5,DB00399,DB01103,0
3.27,DB00399,DB01030,0
1.21,DB00481,DB00380,0
1.39,DB00755,DB01005,0
0.67,DB01073,DB01217,0
1.62,DB01006,DB00399,0
-4.68,DB01206,DB01143,0
2.77,DB06813,DB00724,0
-3.98,DB00444,DB01254,0
-0.2,DB00675,DB01041,0
-3.48,DB00290,DB00563,0
-4.28,DB00987,DB00928,0
3.24,DB00619,DB06813,0
0.68,DB00482,DB01005,0
-5.38,DB01229,DB00553,0
-2.98,DB00482,DB00755,0
6.98,DB00481,DB01268,0
0.6,DB06813,DB00188,0
1.89,DB01006,DB04845,0
-2.94,DB00481,DB00480,0
1.57,DB00481,DB06813,0
0.03,DB00928,DB00947,0
-6.42,DB00675,DB00724,0
-4.15,DB00262,DB04845,0
4.86,DB01217,DB00563,0
3.23,DB00399,DB01143,0
-1.17,DB00399,DB01030,0
-7.51,DB00481,DB01005,0
-9.0,DB01206,DB01143,0
-2.61,DB00482,DB00724,0
3.27,DB01254,DB01030,0
-0.34,DB00481,DB00928,0
-8.82,DB00290,DB00947,0
-8.75,DB00947,DB00928,0
1.53,DB00399,DB00724,0
-9.69,DB00987,DB06813,0
0.02,DB00481,DB01268,0
-2.5,DB01073,DB01268,0
8.52,DB00481,DB00724,0
-1.06,DB01073,DB00399,0
0.35,DB00928,DB01005,0
-3.36,DB01254,DB00262,0
-1.02,DB00987,DB00755,0
7.38,DB01229,DB01259,0
3.83,DB00481,DB01103,1
-1.68,DB00563,DB00755,0
-3.13,DB01268,DB00290,0
4.13,DB01006,DB04868,0
4.7,DB01229,DB01143,0
2.21,DB00481,DB00928,0
-0.03,DB01229,DB00563,0
-2.32,DB01073,DB01030,0
2.59,DB00481,DB01006,0
-2.96,DB01033,DB01041,0
-3.04,DB01268,DB00563,0
4.49,DB00482,DB00724,0
0.81,DB00444,DB01143,0
-2.74,DB00987,DB00398,0
0.94,DB00544,DB00290,0
-0.72,DB00648,DB01217,0
0.81,DB00928,DB06813,0
-0.95,DB06813,DB00188,0
0.57,DB00481,DB00290,0
-1.66,DB01254,DB00399,0
-1.89,DB01006,DB01268,0
5.07,DB00290,DB06813,0
8.29,DB01268,DB01033,0
6.77,DB00755,DB04845,0
-4.11,DB00987,DB00399,0
-2.08,DB00481,DB01030,0
-3.8,DB00755,DB00290,0
-3.94,DB00398,DB01033,0
-4.4,DB01268,DB01033,0
0.61,DB04868,DB00398,34
-1.15,DB01005,DB04868,0
-1.57,DB01204,DB00563,0
-0.55,DB00481,DB00544,0
5.78,DB00755,DB01005,0
1.42,DB00399,DB06813,0
2.72,DB00481,DB00755,0
-0.54,DB00480,DB01143,0
-3.46,DB01217,DB00188,0
0.7,DB00987,DB01033,0
3.7,DB04868,DB01268,28
6.71,DB00481,DB00380,0
-0.37,DB00398,DB00563,0
2.96,DB01217,DB01143,0
-4.7,DB01268,DB00563,0
4.94,DB01204,DB01254,1
0.25,DB01103,DB01030,0
-3.73,DB01103,DB01143,0
-0.66,DB00290,DB04845,0
-1.92,DB00481,DB04845,0
6.54,DB01259,DB06813,0
-0.66,DB00947,DB06813,0
-0.78,DB00947,DB01103,0
6.46,DB00398,DB06813,0
1.71,DB01268,DB01041,1
1.17,DB00619,DB01268,21
-4.8,DB01254,DB00262,0
-3.96,DB00987,DB00262,0
3.3,DB06813,DB01041,0
-2.45,DB00755,DB00290,0
3.56,DB01229,DB04845,0
-0.71,DB00928,DB01259,0
-2.575,DB00481,DB08881,0
0.17,DB01268,DB00648,0
0.44,DB01204,DB00290,0
1.5,DB01103,DB00188,0
1.38,DB01259,DB04845,0
23.4,DB00481,DB06772,0
2.32,DB00482,DB01143,0
4.9,DB01259,DB01041,0
4.67,DB01005,DB00398,0
-3.05,DB01217,DB01033,0
2.73,DB00947,DB00188,0
-3.16,DB01073,DB00724,0
-1.56,DB00694,DB01254,0
-3.09,DB01073,DB01217,0
1.46,DB00544,DB01143,0
7.51,DB00398,DB00553,0
13.99,DB00619,DB01229,0
1.91,DB00482,DB00619,1
-1.67,DB00675,DB01041,0
2.84,DB00482,DB00398,1
-3.23,DB01229,DB00724,0
2.82,DB00482,DB00947,0
6.58,DB01005,DB01103,0
-4.49,DB04868,DB00262,0
0.74,DB00398,DB01143,0
4.31,DB00755,DB00398,0
-0.59,DB01006,DB01005,0
0.12,DB00544,DB00290,0
-1.14,DB01006,DB00755,0
-3.28,DB00755,DB00290,0
-6.64,DB00694,DB01143,0
7.06,DB00398,DB00563,0
1.14,DB00351,DB01143,0
1.555,DB00481,DB08881,0
4.88,DB00482,DB01143,0
1.38,DB00482,DB00399,0
0.48,DB00481,DB08881,0
4.34,DB01041,DB01143,0
-1.67,DB00482,DB00399,0
-6.47,DB00987,DB00553,0
1.25,DB00481,DB08828,0
-3.27,DB01229,DB01005,0
-1.58,DB00482,DB01103,0
0.33,DB00675,DB01259,1
0.56,DB01206,DB00563,0
-3.23,DB01030,DB00262,0
4.54,DB01006,DB01033,0
2.92,DB01268,DB06813,0
3.83,DB00675,DB00398,1
-6.16,DB01103,DB01030,0
0.07,DB00482,DB00399,0
2.34,DB01259,DB00724,0
-5.41,DB01229,DB00290,0
-9.84,DB01073,DB00553,0
-1.49,DB00290,DB00724,0
1.0,DB06813,DB00188,0
4.04,DB01103,DB00724,0
-1.57,DB01229,DB00648,0
-3.78,DB01006,DB01103,0
-3.25,DB00619,DB01030,1
1.4,DB00398,DB00399,0
0.06,DB00675,DB01103,0
-0.55,DB00481,DB01206,0
-4.72,DB00563,DB01033,0
-9.9,DB01268,DB01005,0
4.48,DB01041,DB00724,0
-1.19,DB01268,DB00724,0
1.51,DB00987,DB00947,0
6.48,DB01254,DB01033,0
0.77,DB01217,DB00188,0
-6.74,DB01204,DB00563,0
-0.56,DB01217,DB01041,0
-10.58,DB01033,DB01041,0
-0.34,DB01254,DB01041,0
-0.37,DB01005,DB00947,0
4.03,DB04868,DB01143,0
12.2,DB00380,DB01254,0
-3.13,DB00675,DB00399,0
-0.34,DB00987,DB01143,0
-2.06,DB00648,DB01103,0
-0.38,DB01259,DB01217,0
-3.09,DB01041,DB01030,0
3.88,DB00482,DB00399,0
-0.01,DB00317,DB00563,0
20.07,DB00553,DB00724,0
0.68,DB00755,DB01254,0
-4.91,DB00563,DB01041,0
46.69,DB01005,DB00648,0
-2.07,DB00987,DB00399,0
-5.97,DB00351,DB01143,0
1.71,DB00619,DB00724,0
-0.29,DB00290,DB00262,0
-10.39,DB01041,DB00724,0
-5.04,DB04868,DB01259,3
-0.53,DB00987,DB01030,0
-11.77,DB01103,DB01030,0
-1.24,DB01073,DB00188,0
2.57,DB00675,DB00290,0
-3.87,DB00694,DB01254,0
2.62,DB00481,DB01030,0
8.41,DB01006,DB00928,0
-0.68,DB00481,DB05294,0
3.93,DB00482,DB06813,0
0.09,DB01073,DB01259,0
-4.42,DB00482,DB00675,0
7.82,DB01006,DB01143,0
1.16,DB00563,DB01103,0
-12.14,DB01229,DB01143,0
3.77,DB00482,DB06813,0
1.31,DB00481,DB00262,0
-10.18,DB00987,DB00675,0
3.87,DB01005,DB00262,0
2.07,DB01033,DB01103,0
-6.49,DB00290,DB01217,0
-1.82,DB00755,DB00648,0
-0.13,DB00482,DB00188,0
1.42,DB00398,DB00724,0
-0.41,DB00481,DB00290,0
3.26,DB01268,DB00399,0
-5.74,DB01073,DB01217,0
2.36,DB00482,DB00755,0
0.83,DB00481,DB00755,0
4.03,DB00481,DB00317,0
-0.63,DB01006,DB00398,0
0.26,DB00987,DB01217,0
3.1,DB00481,DB04868,0
-2.56,DB01006,DB00724,0
-0.07,DB00481,DB08865,0
6.62,DB01254,DB01041,0
-8.52,DB00987,DB00648,0
-1.81,DB04868,DB00398,34
0.24,DB00553,DB01143,0
2.08,DB00987,DB00553,0
4.48,DB01204,DB01254,1
0.97,DB00648,DB00563,0
11.68,DB01217,DB04845,0
-0.16,DB06813,DB01103,0
-0.02,DB00544,DB00290,0
-2.37,DB00398,DB01041,0
-2.29,DB00290,DB01103,0
-3.12,DB00648,DB00262,0
5.34,DB00481,DB01041,0
-8.09,DB01005,DB01103,0
-5.0,DB00444,DB00563,0
-2.9,DB01254,DB00399,0
-4.42,DB01006,DB00290,0
-4.59,DB01103,DB00188,0
-4.32,DB01005,DB00553,0
-0.31,DB01073,DB04868,0
-8.05,DB00675,DB01030,0
-0.02,DB00398,DB01033,0
4.85,DB00481,DB00399,0
8.57,DB00481,DB00619,0
1.03,DB01143,DB04845,0
13.2,DB01229,DB00648,0
-8.99,DB00987,DB06813,0
2.68,DB00648,DB01041,0
-0.08,DB00399,DB00724,0
-8.72,DB06813,DB01103,0
-1.57,DB00987,DB00398,0
8.12,DB04868,DB01268,28
-1.48,DB01229,DB06813,0
6.63,DB00481,DB01006,0
-6.74,DB00928,DB01268,0
2.97,DB01268,DB00553,0
8.14,DB00398,DB06813,0
0.34,DB00399,DB04845,0
3.2,DB06813,DB01041,0
8.61,DB00675,DB01143,0
2.96,DB00694,DB00563,0
-1.85,DB00481,DB00480,0
-0.49,DB00947,DB00188,0
-6.35,DB01006,DB01005,0
-1.23,DB00482,DB04868,2
-0.65,DB00563,DB00553,0
-4.84,DB00398,DB00188,0
-0.1,DB00694,DB00290,0
-3.27,DB00987,DB00755,0
-2.22,DB01254,DB00262,0
-0.82,DB00755,DB01041,0
-4.8,DB01006,DB01103,0
-8.1,DB06813,DB01033,0
-5.85,DB00755,DB00290,0
-0.03,DB01229,DB01217,0
-5.1,DB01206,DB01143,0
-2.29,DB00755,DB00262,0
-2.29,DB00619,DB01033,0
-2.99,DB00675,DB06813,0
-1.9,DB00351,DB01143,0
-0.01,DB00675,DB00553,0
-1.96,DB00755,DB00947,0
2.85,DB01073,DB01254,0
1.77,DB01005,DB00553,0
-2.57,DB00928,DB00188,0
2.36,DB00947,DB04845,0
1.05,DB01073,DB01217,0
3.17,DB01229,DB01217,0
-2.18,DB00947,DB01033,0
-1.34,DB00755,DB01259,0
-5.94,DB01033,DB01030,0
0.25,DB01259,DB00399,0
-4.27,DB01259,DB01030,0
-1.9,DB01254,DB00648,0
-5.97,DB00928,DB00553,0
-1.5,DB00947,DB00724,0
-0.75,DB01006,DB00188,0
-1.2,DB00619,DB01030,1
0.16,DB00987,DB04868,0
0.97,DB01006,DB01259,0
6.81,DB00482,DB00398,1
3.01,DB00481,DB00563,0
-4.01,DB01268,DB04845,0
-2.95,DB00987,DB01217,0
-1.28,DB01041,DB01143,0
-3.42,DB00399,DB01030,0
-4.58,DB00947,DB01103,0
6.61,DB00648,DB01041,0
-2.2,DB00399,DB01143,0
0.86,DB00947,DB00563,0
-1.35,DB01254,DB04845,0
-8.8,DB01259,DB01033,0
-10.55,DB00987,DB00262,0
0.2,DB00563,DB00553,0
-3.01,DB00563,DB00755,0
-0.14,DB00481,DB05294,0
6.5,DB01217,DB00553,0
1.18,DB04868,DB00188,0
-6.82,DB00928,DB01259,0
5.13,DB04868,DB00947,0
0.14,DB01259,DB01103,0
3.61,DB00619,DB01041,0
2.58,DB01254,DB00724,0
-0.7,DB00619,DB00553,0
1.84,DB00482,DB04845,0
-4.78,DB01229,DB00262,0
0.11,DB00481,DB01259,0
2.94,DB01005,DB04868,0
-1.9,DB01254,DB00262,0
-2.58,DB01254,DB00398,29
1.07,DB00481,DB01143,0
5.95,DB01006,DB01103,0
4.61,DB01229,DB01005,0
0.12,DB00481,DB01005,0
-1.92,DB01206,DB01254,0
-3.45,DB00724,DB01143,0
6.3,DB00398,DB01217,0
-2.93,DB01041,DB00553,0
1.73,DB01073,DB01041,0
19.72,DB01073,DB01033,0
-5.52,DB00482,DB01073,0
0.28,DB00619,DB00262,0
6.47,DB00675,DB01143,0
-3.59,DB00619,DB00648,0
-2.67,DB01229,DB00553,0
-2.77,DB00928,DB01254,0
-10.65,DB00619,DB01217,0
1.42,DB01073,DB00648,0
0.04,DB00398,DB00724,0
-1.2,DB06813,DB00724,0
12.39,DB00675,DB00188,0
-4.59,DB01229,DB01030,0
-1.79,DB01229,DB00290,0
9.9,DB00619,DB01259,1
-7.66,DB00987,DB04845,0
8.4,DB00444,DB01254,0
1.61,DB01073,DB01005,1
-6.8,DB00398,DB00188,0
-0.26,DB00399,DB01217,0
0.48,DB00675,DB01030,0
-4.79,DB00290,DB00262,0
-1.3,DB01103,DB04845,0
-1.21,DB00928,DB00947,0
3.05,DB01217,DB00188,0
-3.71,DB00481,DB00928,0
11.385,DB00481,DB08881,0
-0.8,DB00482,DB01030,0
-2.95,DB01217,DB00928,0
-2.68,DB00290,DB00262,0
-0.14,DB00675,DB01143,0
1.13,DB00290,DB00398,0
-0.68,DB00675,DB00724,0
-8.88,DB00987,DB04845,0
3.97,DB00619,DB04845,0
-1.27,DB01033,DB04845,0
10.58,DB04868,DB01268,28
2.25,DB00563,DB00724,0
-1.25,DB00928,DB00262,0
2.24,DB00262,DB04845,0
3.43,DB00399,DB01217,0
-1.64,DB00987,DB00399,0
-0.76,DB00290,DB00553,0
-10.73,DB00928,DB00290,0
0.01,DB01006,DB01254,0
-6.63,DB01073,DB00188,0
2.52,DB04868,DB01217,0
-10.47,DB00481,DB01030,0
-3.79,DB01006,DB00947,0
-6.23,DB01103,DB01143,0
-5.29,DB00481,DB01073,0
-2.02,DB00755,DB00947,0
2.51,DB00619,DB00399,0
-4.1,DB00928,DB01030,0
-8.11,DB00987,DB01143,0
-4.91,DB01254,DB01030,0
1.71,DB00482,DB01041,1
-0.83,DB00563,DB01143,0
3.82,DB00398,DB01041,0
3.62,DB00480,DB00563,0
-4.23,DB01268,DB01103,0
4.22,DB00351,DB01143,0
-1.27,DB00648,DB06813,0
5.42,DB00482,DB00648,0
-1.28,DB00481,DB00188,0
-3.62,DB00987,DB00675,0
0.1,DB00755,DB01041,0
3.25,DB01259,DB06813,0
-4.59,DB01254,DB01268,34
4.29,DB01033,DB00724,0
1.86,DB00481,DB00987,0
0.49,DB01073,DB00553,0
-6.51,DB01229,DB01033,0
-0.72,DB00290,DB06813,0
-0.63,DB00544,DB00290,0
-5.19,DB00755,DB00928,0
-6.53,DB00380,DB00563,0
0.45,DB00619,DB01033,0
-4.54,DB00290,DB01217,0
-2.07,DB00351,DB00290,0
-7.5,DB00947,DB01033,0
-3.96,DB04868,DB00290,0
-1.38,DB01103,DB01030,0
-17.54,DB01259,DB01033,0
-1.11,DB00987,DB00724,0
-0.24,DB00648,DB01103,0
3.01,DB00755,DB06813,0
-4.96,DB01268,DB00947,0
-1.1,DB00675,DB01268,1
9.22,DB00724,DB04845,0
-4.26,DB01229,DB06813,0
-1.87,DB01073,DB00675,0
-2.18,DB01005,DB01041,0
-1.16,DB01217,DB00563,0
-0.95,DB00481,DB04845,0
9.6,DB00755,DB01254,0
0.54,DB00481,DB00399,0
6.59,DB00481,DB01006,0
3.93,DB00482,DB01254,1
0.57,DB00619,DB01033,0
1.32,DB00619,DB04868,29
1.96,DB00675,DB01103,0
0.5,DB01217,DB00724,0
1.85,DB01229,DB01030,0
-3.8,DB01073,DB01030,0
-4.54,DB01254,DB01041,0
-0.91,DB00481,DB01005,0
-4.54,DB00482,DB00648,0
-0.13,DB00399,DB00724,0
-3.79,DB01006,DB00755,0
-4.63,DB01268,DB01041,1
-2.94,DB00380,DB00290,0
-1.17,DB01006,DB00398,0
-0.33,DB00398,DB00648,0
3.57,DB01143,DB01030,0
-1.74,DB01254,DB00398,29
-4.62,DB00290,DB01143,0
0.93,DB00399,DB01041,0
-0.19,DB00563,DB00675,0
-2.14,DB04868,DB00188,0
-1.07,DB06813,DB04845,0
-7.39,DB01268,DB00563,0
-2.48,DB00928,DB01005,0
-1.14,DB00724,DB00188,0
1.15,DB04868,DB01143,0
1.8,DB01041,DB00553,0
-2.85,DB01259,DB01005,0
3.58,DB00380,DB01143,0
-10.94,DB00351,DB00563,0
0.3,DB00648,DB01041,0
-2.45,DB00482,DB00262,0
1.51,DB01005,DB06813,0
-2.13,DB01268,DB00290,0
-10.05,DB01217,DB01033,0
-1.52,DB00675,DB00262,0
-3.16,DB00724,DB00188,0
-5.92,DB00481,DB00351,0
-0.67,DB00481,DB05294,0
2.35,DB00619,DB01217,0
2.39,DB01073,DB04868,0
2.48,DB01259,DB01268,5
1.07,DB00481,DB00351,0
0.11,DB01005,DB00724,0
3.08,DB01073,DB00648,0
-0.92,DB00987,DB01041,0
-2.42,DB00563,DB01030,0
0.59,DB00947,DB01033,0
-6.17,DB01259,DB00290,0
1.52,DB00928,DB01217,0
4.48,DB00928,DB00553,0
-2.44,DB00481,DB05294,0
-5.83,DB01006,DB01103,0
-1.6,DB00648,DB01103,0
5.7,DB01254,DB01143,0
-3.62,DB01005,DB00262,0
7.96,DB00481,DB01206,0
0.16,DB00290,DB01143,0
-3.52,DB01254,DB00262,0
9.13,DB00619,DB04845,0
7.76,DB00675,DB04845,0
1.1,DB01033,DB01041,0
1.19,DB00553,DB00724,0
-4.13,DB00262,DB00188,0
-3.05,DB00481,DB00755,0
1.07,DB06813,DB00188,0
4.95,DB00481,DB04868,0
3.32,DB01006,DB06813,0
-6.04,DB00290,DB01217,0
-4.26,DB00755,DB01143,0
7.76,DB01073,DB00675,0
-5.43,DB01073,DB00755,0
1.07,DB01229,DB00724,0
2.87,DB00648,DB00563,0
2.44,DB01005,DB04868,0
2.41,DB00290,DB04845,0
1.9,DB00553,DB00262,0
6.64,DB00380,DB01143,0
2.69,DB01254,DB06813,0
6.89,DB01229,DB06813,0
-6.46,DB00928,DB01103,0
-4.84,DB01073,DB01217,0
0.74,DB01073,DB01268,0
0.96,DB00947,DB00188,0
-4.3,DB00694,DB01254,0
5.6,DB01041,DB04845,0
1.23,DB00482,DB00188,0
-0.66,DB01259,DB04845,0
4.36,DB00619,DB00648,0
2.04,DB04868,DB01217,0
9.99,DB00619,DB06813,0
0.38,DB00675,DB01259,1
-0.93,DB00987,DB00724,0
-0.86,DB00481,DB05294,0
-3.48,DB00399,DB00262,0
-0.23,DB00481,DB01206,0
0.18,DB00619,DB01041,0
-0.07,DB01041,DB00724,0
0.58,DB00544,DB01254,0
-5.89,DB00928,DB00399,0
-0.4,DB01006,DB01030,0
12.58,DB00563,DB00619,0
14.77,DB04868,DB01229,0
8.16,DB00755,DB00619,0
0.51,DB00563,DB00553,0
-0.48,DB00675,DB00947,1
5.99,DB00987,DB01103,0
3.32,DB00987,DB01254,0
0.3,DB00398,DB01030,0
-6.6,DB00481,DB00987,0
-4.64,DB01229,DB00399,0
-0.06,DB00399,DB00553,0
1.91,DB00481,DB00947,1
8.72,DB00482,DB00928,0
-4.06,DB00648,DB00724,0
0.11,DB01204,DB00563,0
2.63,DB01259,DB00398,4
0.98,DB00481,DB01268,0
2.77,DB01073,DB00398,0
10.67,DB01006,DB01254,0
-1.83,DB01268,DB01033,0
-3.16,DB00928,DB00262,0
-2.72,DB01254,DB01005,0
-1.86,DB06813,DB01103,0
-2.84,DB00947,DB01030,0
-1.76,DB00928,DB00398,0
4.47,DB00755,DB00619,0
2.97,DB00380,DB00563,0
-1.22,DB00619,DB00947,0
-0.31,DB00563,DB00482,0
-4.37,DB00755,DB00290,0
-1.21,DB01006,DB00648,0
5.35,DB04868,DB06813,0
-1.77,DB01005,DB00290,0
-3.02,DB00398,DB01103,0
1.47,DB00755,DB00290,0
7.58,DB01103,DB00553,0
-1.67,DB00648,DB01143,0
1.75,DB01217,DB00563,0
5.51,DB01041,DB00724,0
2.11,DB00544,DB01143,0
-3.89,DB00351,DB00290,0
-0.62,DB00398,DB00724,0
-5.56,DB00290,DB00262,0
4.84,DB01041,DB04845,0
0.39,DB00481,DB01217,0
5.95,DB06813,DB01030,0
5.2,DB00619,DB01005,0
-1.46,DB01033,DB04845,0
-1.64,DB04868,DB01229,0
-5.67,DB00675,DB01143,0
-2.01,DB01073,DB00290,0
-1.05,DB01268,DB00947,0
-2.59,DB01041,DB00262,0
-4.67,DB01033,DB01041,0
-3.46,DB00947,DB01030,0
-1.47,DB01229,DB00563,0
4.26,DB01005,DB00262,0
-12.52,DB00928,DB00262,0
-6.93,DB01254,DB00290,0
0.2,DB01229,DB00399,0
-3.13,DB01073,DB01143,0
7.95,DB01229,DB01259,0
-6.18,DB00928,DB00399,0
-1.2,DB01005,DB01041,0
-3.0,DB00619,DB01217,0
-3.86,DB01005,DB01030,0
1.53,DB00563,DB00482,0
-3.87,DB00987,DB00648,0
-0.31,DB00928,DB01217,0
-9.45,DB01033,DB01030,0
1.14,DB00481,DB00399,0
5.85,DB01073,DB04845,0
-2.78,DB00619,DB00398,17
-5.09,DB01073,DB06813,0
-0.03,DB00290,DB00398,0
-0.98,DB01033,DB00188,0
3.14,DB06813,DB01041,0
-2.82,DB00553,DB00724,0
-5.85,DB01229,DB00553,0
2.48,DB00262,DB01143,0
3.53,DB00947,DB01217,0
-0.42,DB00987,DB04845,0
-2.25,DB01006,DB00399,0
1.59,DB01217,DB00553,0
4.75,DB00482,DB06813,0
-1.57,DB00481,DB00619,0
0.24,DB00482,DB00290,0
-3.1,DB01005,DB00262,0
-1.8,DB01254,DB01103,0
-0.57,DB00481,DB01268,0
2.03,DB00755,DB01268,0
-2.13,DB01073,DB00553,0
-9.31,DB00444,DB01143,0
0.58,DB00987,DB00724,0
-1.78,DB00482,DB01073,0
-6.2,DB00482,DB01030,0
-1.36,DB01217,DB01103,0
-4.41,DB00987,DB00262,0
